Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years
REG103029,05-04-2019,2019,Kerala,Thrissur (KL-08),2W,Scooter,Yamaha,Petrol,BS4,0,2,5
REG103030,02-08-2021,2021,Punjab,Chandigarh (CH-01),2W,Moped,Ola Electric,Petrol,BS6,160,2,3
REG103031,14-07-2024,2024,Madhya Pradesh,Bhopal (MP-04),HCV,Truck,Tata Motors,Diesel,BS6,6700,52,0
REG103032,09-05-2019,2019,Karnataka,Bangalore Central (KA-01),2W,Moped,Ather,EV,BS4,0,2,5
REG103033,17-12-2024,2024,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Suzuki,EV,BS6,0,2,0
REG103034,13-11-2023,2023,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,Suzuki,Petrol,BS6,0,2,1
REG103035,14-02-2022,2022,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Royal Enfield,EV,BS6,0,2,2
REG103036,10-10-2019,2019,Maharashtra,Nagpur (MH-31),4W,Sedan,Toyota,Diesel,BS4,2179,5,5
REG103037,14-10-2023,2023,Kerala,Kochi (KL-07),2W,Motorcycle,Hero,EV,BS6,0,2,1
REG103038,16-03-2022,2022,Punjab,Jalandhar (PB-08),4W,SUV,Mahindra,CNG,BS6,1598,5,2
REG103039,25-11-2023,2023,Gujarat,Vadodara (GJ-06),2W,Moped,Hero,Petrol,BS6,100,2,1
REG103040,15-01-2018,2018,Kerala,Kochi (KL-07),HCV,Tanker,Tata Motors,Diesel,BS4,4998,2,6
REG103041,21-12-2021,2021,Gujarat,Ahmedabad (GJ-01),2W,Scooter,Royal Enfield,EV,BS6,0,2,3
REG103042,27-10-2023,2023,Rajasthan,Jaipur (RJ-14),4W,Hatchback,Kia,Petrol,BS6,0,7,1
REG103043,18-06-2019,2019,Uttar Pradesh,Varanasi (UP-65),HCV,Trailer,Ashok Leyland,Diesel,BS4,5660,45,5
REG103044,14-07-2024,2024,Tamil Nadu,Coimbatore (TN-37),3W,E-Rickshaw,Atul Auto,EV,BS6,0,6,0
REG103045,02-08-2021,2021,Kerala,Kollam (KL-02),4W,Sedan,Hyundai,Petrol,BS6,1197,6,3
REG103046,04-09-2021,2021,Punjab,Chandigarh (CH-01),LCV,Mini Truck,Mahindra,CNG,BS6,3298,15,3
REG103047,04-03-2018,2018,West Bengal,Kolkata (WB-01),4W,Hatchback,Mahindra,Diesel,BS4,1498,7,6
REG103048,04-03-2022,2022,Kerala,Kochi (KL-07),4W,SUV,Kia,Petrol,BS6,1498,8,2
REG103049,29-10-2019,2019,Punjab,Chandigarh (CH-01),HCV,Bus,Volvo,Diesel,BS4,5660,1,5
REG103050,06-03-2021,2021,Kerala,Thrissur (KL-08),3W,Tempo,Bajaj,EV,BS6,0,6,3
REG103051,31-07-2023,2023,Maharashtra,Aurangabad (MH-20),2W,Moped,Ather,Petrol,BS6,200,2,1
REG103052,01-10-2023,2023,Uttar Pradesh,Kanpur (UP-78),4W,Sedan,Toyota,Hybrid,BS6,1197,6,1
REG103053,10-07-2020,2020,Telangana,Warangal (TS-03),4W,Hatchback,Hyundai,Diesel,BS6,1462,5,4
REG103054,06-09-2021,2021,Uttar Pradesh,Allahabad (UP-70),3W,E-Rickshaw,Atul Auto,Petrol,BS6,0,7,3
REG103055,03-09-2023,2023,West Bengal,Asansol (WB-39),2W,Scooter,Royal Enfield,Petrol,BS6,160,2,1
REG103056,22-11-2019,2019,Kerala,Kozhikode (KL-11),4W,MUV,Toyota,Petrol,BS4,1462,5,5
REG103057,25-12-2023,2023,West Bengal,Durgapur (WB-40),LCV,Light Bus,Ashok Leyland,CNG,BS6,0,12,1
REG103058,27-09-2023,2023,Telangana,Karimnagar (TS-01),HCV,Truck,MAN,Diesel,BS6,6700,2,1
REG103059,12-05-2022,2022,Uttar Pradesh,Varanasi (UP-65),2W,Motorcycle,Honda,EV,BS6,0,2,2
REG103060,25-11-2023,2023,Delhi,Delhi West (DL-08),4W,SUV,Toyota,Petrol,BS4,1968,7,1
REG103061,05-01-2020,2020,Karnataka,Belgaum (KA-22),2W,Moped,Ola Electric,Petrol,BS4,100,2,4
REG103062,09-04-2023,2023,Punjab,Ludhiana (PB-10),2W,Moped,TVS,Petrol,BS6,100,2,1
REG103063,23-05-2020,2020,Karnataka,Hubli (KA-25),4W,Sedan,Tata Motors,Petrol,BS6,0,6,4
REG103064,24-09-2018,2018,Gujarat,Gandhinagar (GJ-18),2W,Scooter,Suzuki,EV,BS4,0,2,6
REG103065,03-06-2023,2023,Uttar Pradesh,Lucknow (UP-32),HCV,Truck,Volvo,Diesel,BS6,0,1,1
REG103066,24-07-2023,2023,Karnataka,Hubli (KA-25),LCV,Pickup Van,Mahindra,Diesel,BS6,0,15,1
REG103067,26-06-2021,2021,West Bengal,Kolkata (WB-01),HCV,Trailer,Volvo,Diesel,BS6,4998,52,3
REG103068,20-11-2024,2024,Tamil Nadu,Salem (TN-30),2W,Scooter,KTM,Petrol,BS6,125,2,0
REG103069,15-11-2024,2024,West Bengal,Howrah (WB-13),2W,Scooter,Bajaj,Petrol,BS6,0,2,0
REG103070,17-11-2021,2021,Karnataka,Bangalore Central (KA-01),4W,Sedan,Renault,Diesel,BS6,1197,7,3
REG103071,03-12-2023,2023,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Yamaha,Petrol,BS6,150,2,1
REG103072,09-10-2021,2021,Telangana,Warangal (TS-03),LCV,Light Bus,Force Motors,Diesel,BS6,2956,9,3
REG103073,25-11-2021,2021,Tamil Nadu,Salem (TN-30),2W,Scooter,Bajaj,EV,BS6,0,2,3
REG103074,04-09-2022,2022,Gujarat,Vadodara (GJ-06),4W,Hatchback,MG,CNG,BS6,1598,5,2
REG103075,11-07-2019,2019,Madhya Pradesh,Ujjain (MP-13),4W,Hatchback,Skoda,Diesel,BS4,1598,5,5
REG103076,26-03-2023,2023,Tamil Nadu,Trichy (TN-45),4W,SUV,Kia,Petrol,BS6,1598,6,1
REG103077,10-12-2020,2020,Madhya Pradesh,Bhopal (MP-04),2W,Scooter,Ola Electric,EV,BS4,0,2,4
REG103078,14-07-2022,2022,Telangana,Nizamabad (TS-05),4W,MUV,Kia,Diesel,BS6,1598,5,2
REG103079,18-04-2023,2023,West Bengal,Kolkata (WB-01),2W,Scooter,Ola Electric,Petrol,BS6,160,2,1
REG103080,30-03-2024,2024,Delhi,Delhi North (DL-04),4W,MUV,Hyundai,Diesel,BS6,1197,5,0
REG103081,03-05-2024,2024,Punjab,Amritsar (PB-02),4W,Hatchback,MG,Diesel,BS6,1498,5,0
REG103082,25-01-2024,2024,Rajasthan,Jodhpur (RJ-19),2W,Scooter,KTM,Petrol,BS6,110,2,0
REG103083,15-05-2023,2023,Karnataka,Hubli (KA-25),4W,MUV,MG,Petrol,BS6,1462,5,1
REG103084,28-08-2021,2021,Madhya Pradesh,Gwalior (MP-07),4W,MUV,Tata Motors,Petrol,BS6,0,7,3
REG103085,06-09-2024,2024,Uttar Pradesh,Agra (UP-80),2W,Scooter,Royal Enfield,EV,BS6,0,2,0
REG103086,19-03-2022,2022,Karnataka,Mangalore (KA-19),4W,SUV,MG,Petrol,BS6,1462,6,2
REG103087,26-10-2023,2023,Telangana,Nizamabad (TS-05),HCV,Trailer,Eicher,Diesel,BS6,5660,45,1
REG103088,26-07-2019,2019,Kerala,Kollam (KL-02),2W,Scooter,Yamaha,EV,BS4,0,2,5
REG103089,02-05-2020,2020,Tamil Nadu,Trichy (TN-45),4W,SUV,Hyundai,Hybrid,BS6,1462,7,4
REG103090,16-08-2021,2021,West Bengal,Kolkata (WB-01),2W,Scooter,Honda,Petrol,BS6,110,2,3
REG103091,13-06-2019,2019,Gujarat,Rajkot (GJ-03),4W,MUV,Mahindra,Petrol,BS4,1598,5,5
REG103092,04-03-2023,2023,Telangana,Warangal (TS-03),3W,E-Rickshaw,TVS,Petrol,BS6,0,3,1
REG103093,14-12-2022,2022,Delhi,Delhi South (DL-09),4W,Hatchback,Maruti Suzuki,Petrol,BS6,800,5,2
REG103094,22-10-2023,2023,Karnataka,Mangalore (KA-19),4W,MUV,MG,CNG,BS6,800,8,1
REG103095,23-07-2021,2021,Telangana,Karimnagar (TS-01),4W,Sedan,Renault,Diesel,BS6,1197,5,3
REG103096,06-08-2023,2023,Kerala,Kozhikode (KL-11),4W,Sedan,Renault,Hybrid,BS6,2179,8,1
REG103097,10-12-2024,2024,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Suzuki,EV,BS6,0,2,0
REG103098,01-10-2022,2022,Kerala,Kollam (KL-02),4W,Hatchback,MG,Petrol,BS6,0,6,2
REG103099,04-01-2023,2023,Gujarat,Ahmedabad (GJ-01),HCV,Bus,Volvo,Diesel,BS6,3760,32,1
REG103100,27-04-2023,2023,Delhi,Delhi Central (DL-01),4W,SUV,Tata Motors,Diesel,BS6,1968,8,1
REG103101,22-12-2022,2022,Madhya Pradesh,Indore (MP-09),2W,Moped,Ola Electric,Petrol,BS6,160,2,2
REG103102,11-12-2018,2018,Telangana,Hyderabad (TS-09),2W,Moped,Hero,CNG,BS4,150,2,6
REG103103,31-03-2023,2023,Rajasthan,Udaipur (RJ-27),LCV,Light Bus,Mahindra,Diesel,BS6,3298,9,1
REG103104,04-02-2024,2024,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,KTM,EV,BS6,0,2,0
REG103105,07-03-2023,2023,Telangana,Khammam (TS-07),2W,Moped,Honda,Petrol,BS6,150,2,1
REG103106,12-02-2024,2024,Tamil Nadu,Chennai Central (TN-01),2W,Moped,TVS,Petrol,BS6,110,2,0
REG103107,12-06-2024,2024,Punjab,Jalandhar (PB-08),4W,Sedan,Toyota,CNG,BS6,2179,7,0
REG103108,24-05-2021,2021,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Bajaj,Petrol,BS6,160,2,3
REG103109,24-06-2024,2024,Karnataka,Bangalore Central (KA-01),3W,Tempo,Atul Auto,EV,BS6,0,3,0
REG103110,28-11-2018,2018,Uttar Pradesh,Varanasi (UP-65),2W,Motorcycle,Yamaha,Petrol,BS4,400,2,6
REG103111,02-10-2021,2021,Karnataka,Belgaum (KA-22),2W,Moped,Suzuki,EV,BS6,0,2,3
REG103112,14-05-2018,2018,West Bengal,Kolkata (WB-01),2W,Moped,TVS,Petrol,BS4,400,2,6
REG103113,28-03-2019,2019,Delhi,Delhi East (DL-02),2W,Scooter,Hero,Petrol,BS4,400,2,5
REG103114,29-05-2024,2024,Delhi,Delhi North (DL-04),2W,Motorcycle,Ather,EV,BS6,0,2,0
REG103115,25-02-2023,2023,West Bengal,Kolkata (WB-01),4W,Hatchback,Honda,EV,BS6,0,6,1
REG103116,05-09-2022,2022,West Bengal,Siliguri (WB-73),2W,Moped,Yamaha,Petrol,BS6,110,2,2
REG103117,26-09-2018,2018,Madhya Pradesh,Jabalpur (MP-20),2W,Motorcycle,KTM,Petrol,BS4,400,2,6
REG103118,24-04-2021,2021,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,Honda,EV,BS6,0,2,3
REG103119,27-08-2020,2020,Delhi,Delhi East (DL-02),2W,Scooter,Yamaha,Petrol,BS6,160,2,4
REG103120,29-04-2023,2023,Karnataka,Belgaum (KA-22),4W,MUV,Maruti Suzuki,Diesel,BS6,800,8,1
REG103121,08-03-2018,2018,Gujarat,Gandhinagar (GJ-18),2W,Moped,KTM,EV,BS4,0,2,6
REG103122,11-07-2022,2022,Madhya Pradesh,Bhopal (MP-04),4W,MUV,Maruti Suzuki,Petrol,BS6,0,5,2
REG103123,25-08-2022,2022,Delhi,Delhi North (DL-04),OTH,Tractor,Escorts,Diesel,BS6,5660,2,2
REG103124,12-03-2023,2023,Karnataka,Hubli (KA-25),HCV,Truck,Eicher,Diesel,BS6,5660,2,1
REG103125,13-01-2023,2023,Uttar Pradesh,Lucknow (UP-32),2W,Motorcycle,Suzuki,EV,BS6,0,2,1
REG103126,28-04-2020,2020,Kerala,Kollam (KL-02),3W,E-Rickshaw,Atul Auto,CNG,BS6,225,6,4
REG103127,12-02-2023,2023,Telangana,Warangal (TS-03),4W,SUV,Mahindra,EV,BS6,0,8,1
REG103128,13-07-2021,2021,Rajasthan,Udaipur (RJ-27),2W,Scooter,Honda,EV,BS6,0,2,3
REG103129,15-02-2018,2018,Delhi,Delhi West (DL-08),2W,Motorcycle,Honda,Petrol,BS3,125,2,6
REG103130,26-10-2022,2022,Telangana,Warangal (TS-03),2W,Moped,Yamaha,Petrol,BS6,350,2,2
REG103131,21-02-2024,2024,Punjab,Patiala (PB-11),2W,Motorcycle,Yamaha,Hybrid,BS6,350,2,0
REG103132,14-09-2018,2018,West Bengal,Kolkata (WB-01),LCV,Light Bus,Tata Motors,Diesel,BS4,0,9,6
REG103133,10-05-2021,2021,Punjab,Amritsar (PB-02),2W,Scooter,Suzuki,Petrol,BS6,400,2,3
REG103134,01-03-2021,2021,Delhi,Delhi South (DL-09),4W,Sedan,Mahindra,Diesel,BS6,0,8,3
REG103135,25-04-2018,2018,Uttar Pradesh,Varanasi (UP-65),3W,Tempo,Mahindra,CNG,BS4,250,6,6
REG103136,02-05-2023,2023,Madhya Pradesh,Ujjain (MP-13),4W,MUV,Mahindra,Petrol,BS6,800,6,1
REG103137,15-05-2024,2024,Delhi,Delhi East (DL-02),2W,Scooter,KTM,Petrol,BS6,200,2,0
REG103138,13-08-2022,2022,Karnataka,Bangalore Central (KA-01),2W,Scooter,Ather,Petrol,BS6,150,2,2
REG103139,24-03-2024,2024,Karnataka,Belgaum (KA-22),2W,Scooter,Suzuki,Petrol,BS6,350,2,0
REG103140,30-07-2024,2024,Maharashtra,Nashik (MH-15),4W,SUV,Skoda,EV,BS6,0,5,0
REG103141,05-07-2021,2021,Karnataka,Bangalore Central (KA-01),3W,Tempo,Mahindra,Diesel,BS6,250,7,3
REG103142,19-03-2022,2022,Kerala,Kozhikode (KL-11),2W,Scooter,TVS,EV,BS6,0,2,2
REG103143,13-01-2024,2024,Uttar Pradesh,Allahabad (UP-70),2W,Moped,Yamaha,Petrol,BS6,150,2,0
REG103144,01-08-2024,2024,Punjab,Chandigarh (CH-01),4W,SUV,Honda,Diesel,BS6,800,8,0
REG103145,28-07-2020,2020,Uttar Pradesh,Allahabad (UP-70),4W,Sedan,Honda,Petrol,BS6,0,8,4
REG103146,28-08-2022,2022,Maharashtra,Aurangabad (MH-20),4W,MUV,MG,Diesel,BS6,800,6,2
REG103147,28-10-2020,2020,Punjab,Patiala (PB-11),LCV,Pickup Van,Mahindra,Diesel,BS6,2956,15,4
REG103148,05-03-2023,2023,West Bengal,Kolkata (WB-01),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1197,8,1
REG103149,26-03-2024,2024,Tamil Nadu,Coimbatore (TN-37),4W,Hatchback,Honda,Diesel,BS6,1498,6,0
REG103150,27-04-2020,2020,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,Hero,Petrol,BS6,160,2,4
REG103151,29-12-2022,2022,Gujarat,Rajkot (GJ-03),2W,Scooter,Hero,Petrol,BS6,150,2,2
REG103152,20-07-2021,2021,Madhya Pradesh,Bhopal (MP-04),2W,Scooter,TVS,Petrol,BS6,200,2,3
REG103153,25-01-2020,2020,Tamil Nadu,Trichy (TN-45),2W,Motorcycle,Ather,Petrol,BS4,100,2,4
REG103154,24-06-2022,2022,Uttar Pradesh,Agra (UP-80),2W,Moped,Yamaha,Petrol,BS4,150,2,2
REG103155,15-03-2021,2021,Karnataka,Bangalore Central (KA-01),HCV,Truck,Volvo,Diesel,BS6,0,1,3
REG103156,03-09-2021,2021,Rajasthan,Jodhpur (RJ-19),OTH,Crane,John Deere,Diesel,BS6,0,45,3
REG103157,22-01-2018,2018,Telangana,Khammam (TS-07),4W,MUV,Renault,Diesel,BS4,1462,6,6
REG103158,14-11-2024,2024,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,KTM,Petrol,BS6,200,2,0
REG103159,04-10-2022,2022,Telangana,Karimnagar (TS-01),HCV,Bus,Eicher,EV,BS6,0,52,2
REG103160,09-02-2023,2023,Telangana,Karimnagar (TS-01),2W,Moped,KTM,Petrol,BS6,160,2,1
REG103161,08-12-2023,2023,Tamil Nadu,Madurai (TN-58),4W,MUV,Tata Motors,CNG,BS6,1968,7,1
REG103162,16-09-2020,2020,Gujarat,Ahmedabad (GJ-01),2W,Motorcycle,Bajaj,Hybrid,BS6,100,2,4
REG103163,23-06-2022,2022,West Bengal,Kolkata (WB-01),2W,Motorcycle,Hero,Petrol,BS6,110,2,2
REG103164,04-07-2023,2023,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,Hero,Petrol,BS6,160,2,1
REG103165,23-12-2022,2022,Rajasthan,Kota (RJ-20),2W,Scooter,Ather,EV,BS6,0,2,2
REG103166,20-02-2023,2023,Maharashtra,Nagpur (MH-31),2W,Motorcycle,KTM,Petrol,BS6,200,2,1
REG103167,27-04-2020,2020,Tamil Nadu,Salem (TN-30),4W,MUV,Kia,Petrol,BS6,1968,5,4
REG103168,14-04-2022,2022,West Bengal,Asansol (WB-39),LCV,Pickup Van,Ashok Leyland,EV,BS6,0,15,2
REG103169,01-10-2022,2022,Rajasthan,Ajmer (RJ-01),HCV,Bus,Ashok Leyland,CNG,BS6,3760,45,2
REG103170,24-07-2020,2020,Maharashtra,Mumbai Central (MH-01),LCV,Pickup Van,Force Motors,CNG,BS6,0,9,4
REG103171,18-02-2023,2023,Gujarat,Gandhinagar (GJ-18),2W,Moped,Honda,EV,BS6,0,2,1
REG103172,13-11-2023,2023,Maharashtra,Mumbai Central (MH-01),4W,MUV,Skoda,Diesel,BS6,1197,7,1
REG103173,30-06-2022,2022,Karnataka,Belgaum (KA-22),2W,Motorcycle,Ather,Petrol,BS6,125,2,2
REG103174,02-09-2022,2022,Delhi,Delhi East (DL-02),4W,MUV,Maruti Suzuki,Petrol,BS6,1598,6,2
REG103175,08-08-2023,2023,Punjab,Chandigarh (CH-01),2W,Moped,Yamaha,Petrol,BS6,150,2,1
REG103176,20-06-2024,2024,Punjab,Jalandhar (PB-08),2W,Moped,TVS,Petrol,BS6,350,2,0
REG103177,02-05-2022,2022,Gujarat,Ahmedabad (GJ-01),OTH,Crane,TAFE,Diesel,BS6,0,45,2
REG103178,20-12-2024,2024,Tamil Nadu,Salem (TN-30),2W,Moped,Honda,EV,BS6,0,2,0
REG103179,11-08-2023,2023,Tamil Nadu,Madurai (TN-58),4W,MUV,MG,Petrol,BS6,2179,8,1
REG103180,05-06-2023,2023,Tamil Nadu,Madurai (TN-58),2W,Moped,Royal Enfield,Petrol,BS6,0,2,1
REG103181,27-07-2022,2022,West Bengal,Asansol (WB-39),3W,Tempo,Mahindra,Diesel,BS6,250,3,2
REG103182,19-05-2023,2023,Telangana,Hyderabad (TS-09),LCV,Light Bus,Eicher,Diesel,BS6,2523,15,1
REG103183,26-01-2023,2023,Gujarat,Surat (GJ-05),2W,Moped,Suzuki,Petrol,BS6,0,2,1
REG103184,06-03-2020,2020,Gujarat,Ahmedabad (GJ-01),4W,MUV,Toyota,Diesel,BS6,1498,6,4
REG103185,17-01-2021,2021,Uttar Pradesh,Varanasi (UP-65),4W,Sedan,Tata Motors,Diesel,BS6,1462,8,3
REG103186,13-12-2024,2024,Punjab,Ludhiana (PB-10),2W,Motorcycle,Royal Enfield,EV,BS6,0,2,0
REG103187,22-07-2022,2022,Tamil Nadu,Salem (TN-30),2W,Moped,Honda,Hybrid,BS6,160,2,2
REG103188,06-01-2024,2024,Karnataka,Hubli (KA-25),3W,E-Rickshaw,Mahindra,EV,BS6,0,7,0
REG103189,20-05-2022,2022,Gujarat,Surat (GJ-05),HCV,Bus,Ashok Leyland,Diesel,BS6,6700,32,2
REG103190,22-12-2021,2021,Tamil Nadu,Coimbatore (TN-37),4W,Sedan,Toyota,CNG,BS6,2179,8,3
REG103191,24-03-2020,2020,Karnataka,Hubli (KA-25),2W,Moped,Hero,Petrol,BS4,160,2,4
REG103192,15-10-2020,2020,West Bengal,Howrah (WB-13),2W,Motorcycle,Hero,CNG,BS6,100,2,4
REG103193,04-02-2024,2024,Punjab,Chandigarh (CH-01),4W,Hatchback,Honda,Petrol,BS6,1498,7,0
REG103194,04-12-2021,2021,Tamil Nadu,Salem (TN-30),3W,Auto Rickshaw,Kinetic Green,Petrol,BS6,200,7,3
REG103195,28-12-2022,2022,Gujarat,Surat (GJ-05),4W,Hatchback,Honda,CNG,BS6,800,8,2
REG103196,29-04-2023,2023,West Bengal,Durgapur (WB-40),4W,SUV,Skoda,Petrol,BS6,1968,5,1
REG103197,27-06-2023,2023,Gujarat,Vadodara (GJ-06),LCV,Light Bus,Eicher,Diesel,BS6,2956,15,1
REG103198,20-02-2020,2020,West Bengal,Asansol (WB-39),4W,SUV,MG,Petrol,BS6,1462,6,4
REG103199,16-04-2024,2024,Maharashtra,Nashik (MH-15),2W,Scooter,Bajaj,EV,BS6,0,2,0
REG103200,10-05-2021,2021,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,TVS,Petrol,BS6,100,2,3
REG103201,27-06-2018,2018,Madhya Pradesh,Ujjain (MP-13),4W,Sedan,MG,Petrol,BS4,800,7,6
REG103202,07-09-2019,2019,Karnataka,Mangalore (KA-19),2W,Motorcycle,TVS,Petrol,BS4,110,2,5
REG103203,20-11-2024,2024,Rajasthan,Kota (RJ-20),2W,Scooter,Hero,EV,BS6,0,2,0
REG103204,10-02-2021,2021,Gujarat,Surat (GJ-05),2W,Moped,Royal Enfield,Petrol,BS6,0,2,3
REG103205,19-01-2021,2021,Punjab,Ludhiana (PB-10),2W,Scooter,Honda,Petrol,BS6,350,2,3
REG103206,25-04-2021,2021,Telangana,Hyderabad (TS-09),4W,Sedan,Toyota,Petrol,BS4,1498,7,3
REG103207,10-06-2023,2023,Karnataka,Belgaum (KA-22),4W,MUV,Hyundai,Diesel,BS6,1598,8,1
REG103208,23-05-2023,2023,Karnataka,Mangalore (KA-19),2W,Motorcycle,TVS,EV,BS6,0,2,1
REG103209,10-12-2021,2021,Delhi,Delhi Central (DL-01),LCV,Pickup Van,Tata Motors,EV,BS6,0,15,3
REG103210,10-06-2022,2022,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Hero,EV,BS6,0,2,2
REG103211,08-12-2021,2021,Gujarat,Surat (GJ-05),2W,Moped,Ather,EV,BS6,0,2,3
REG103212,05-08-2023,2023,Punjab,Jalandhar (PB-08),3W,Auto Rickshaw,TVS,CNG,BS6,200,7,1
REG103213,19-02-2023,2023,Maharashtra,Aurangabad (MH-20),2W,Motorcycle,Honda,Petrol,BS6,100,2,1
REG103214,03-10-2022,2022,Kerala,Kochi (KL-07),4W,MUV,Renault,Diesel,BS6,1462,5,2
REG103215,18-09-2022,2022,Gujarat,Rajkot (GJ-03),4W,MUV,Mahindra,CNG,BS6,2179,7,2
REG103216,18-11-2018,2018,Karnataka,Belgaum (KA-22),4W,SUV,Honda,CNG,BS4,800,8,6
REG103217,07-01-2020,2020,Rajasthan,Udaipur (RJ-27),4W,Sedan,Honda,Diesel,BS6,2179,6,4
REG103218,18-08-2023,2023,Kerala,Thrissur (KL-08),2W,Motorcycle,Ather,Petrol,BS6,125,2,1
REG103219,25-04-2018,2018,Madhya Pradesh,Indore (MP-09),3W,E-Rickshaw,Mahindra,CNG,BS4,200,7,6
REG103220,19-10-2022,2022,Delhi,Delhi Central (DL-01),4W,MUV,Renault,Hybrid,BS6,1598,5,2
REG103221,10-02-2020,2020,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Ola Electric,EV,BS6,0,2,4
REG103222,02-08-2022,2022,Uttar Pradesh,Varanasi (UP-65),2W,Motorcycle,Suzuki,Petrol,BS6,350,2,2
REG103223,01-07-2019,2019,Rajasthan,Jaipur (RJ-14),LCV,Pickup Van,Force Motors,Diesel,BS4,0,9,5
REG103224,15-02-2020,2020,Rajasthan,Ajmer (RJ-01),4W,MUV,Mahindra,Petrol,BS4,0,5,4
REG103225,28-09-2018,2018,Madhya Pradesh,Jabalpur (MP-20),2W,Motorcycle,Hero,CNG,BS4,200,2,6
REG103226,04-09-2022,2022,Uttar Pradesh,Agra (UP-80),4W,Sedan,Mahindra,Hybrid,BS6,1462,5,2
REG103227,01-08-2019,2019,Madhya Pradesh,Indore (MP-09),2W,Scooter,Ather,EV,BS4,0,2,5
REG103228,30-01-2020,2020,Rajasthan,Kota (RJ-20),4W,Sedan,Maruti Suzuki,Petrol,BS4,1197,7,4
REG103229,17-09-2021,2021,Gujarat,Vadodara (GJ-06),2W,Moped,Hero,Petrol,BS6,100,2,3
REG103230,02-05-2021,2021,Madhya Pradesh,Ujjain (MP-13),4W,Sedan,Skoda,Diesel,BS6,0,8,3
REG103231,24-05-2020,2020,Tamil Nadu,Madurai (TN-58),2W,Scooter,Bajaj,Petrol,BS4,150,2,4
REG103232,25-04-2022,2022,Telangana,Warangal (TS-03),4W,Hatchback,Maruti Suzuki,Petrol,BS6,1598,6,2
REG103233,23-05-2023,2023,Punjab,Amritsar (PB-02),4W,Sedan,Maruti Suzuki,Diesel,BS6,1000,8,1
REG103234,20-03-2021,2021,Punjab,Patiala (PB-11),HCV,Tanker,Volvo,Diesel,BS6,0,52,3
REG103235,20-03-2020,2020,West Bengal,Howrah (WB-13),2W,Moped,Ola Electric,Petrol,BS6,350,2,4
REG103236,27-05-2018,2018,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,TVS,Petrol,BS4,100,2,6
REG103237,08-07-2021,2021,Rajasthan,Udaipur (RJ-27),4W,MUV,Hyundai,Petrol,BS6,0,5,3
REG103238,26-07-2021,2021,Gujarat,Ahmedabad (GJ-01),HCV,Bus,Eicher,Diesel,BS6,6700,1,3
REG103239,11-10-2019,2019,Kerala,Kollam (KL-02),4W,Sedan,Mahindra,CNG,BS4,1498,7,5
REG103240,13-03-2021,2021,West Bengal,Asansol (WB-39),2W,Moped,Suzuki,Petrol,BS6,350,2,3
REG103241,16-03-2021,2021,Uttar Pradesh,Allahabad (UP-70),2W,Moped,Royal Enfield,Petrol,BS6,125,2,3
REG103242,05-05-2020,2020,Gujarat,Gandhinagar (GJ-18),2W,Moped,Ather,Petrol,BS6,350,2,4
REG103243,29-09-2024,2024,Delhi,Delhi North (DL-04),2W,Scooter,Hero,Petrol,BS6,100,2,0
REG103244,05-11-2024,2024,Kerala,Kochi (KL-07),2W,Scooter,Ola Electric,Petrol,BS6,150,2,0
REG103245,14-09-2021,2021,Madhya Pradesh,Ujjain (MP-13),2W,Scooter,Honda,Petrol,BS6,0,2,3
REG103246,03-12-2023,2023,Kerala,Thiruvananthapuram (KL-01),LCV,Light Bus,Eicher,Diesel,BS6,2956,12,1
REG103247,23-04-2019,2019,Kerala,Thrissur (KL-08),2W,Moped,Bajaj,Petrol,BS4,160,2,5
REG103248,21-11-2019,2019,Karnataka,Hubli (KA-25),2W,Motorcycle,Ather,Petrol,BS4,110,2,5
REG103249,11-06-2023,2023,Gujarat,Ahmedabad (GJ-01),HCV,Trailer,Tata Motors,CNG,BS6,3760,45,1
REG103250,21-10-2021,2021,Punjab,Chandigarh (CH-01),2W,Scooter,Hero,EV,BS6,0,2,3
REG103251,05-02-2022,2022,Maharashtra,Nashik (MH-15),3W,E-Rickshaw,Kinetic Green,Diesel,BS6,200,3,2
REG103252,20-03-2021,2021,Karnataka,Hubli (KA-25),4W,SUV,Honda,Petrol,BS6,2179,7,3
REG103253,20-04-2021,2021,Madhya Pradesh,Jabalpur (MP-20),4W,Hatchback,MG,Hybrid,BS6,2179,7,3
