Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,CFAR_Category_Adoption_Rate_%,FMI_Fleet_Modernization_Index_%,Is_Transitional_BS4_2020
UP-80-EJ-5830,2022-06-06,2022,Uttar Pradesh,Agra (UP-80),2W,Motorcycle,Bajaj,Petrol,BS6,160.0,2,2,47.06,91.91,0
DL-09-FJ-5847,2023-05-06,2023,Delhi,Delhi South (DL-09),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,1,39.39,90.3,0
KA-22-GJ-5864,2021-08-04,2021,Karnataka,Belgaum (KA-22),2W,Motorcycle,Bajaj,Petrol,BS6,110.0,2,3,49.39,91.46,0
WB-01-HJ-5881,2021-08-25,2021,West Bengal,Kolkata (WB-01),2W,Motorcycle,Honda,EV,Not Applicable,0.0,2,3,39.16,92.31,0
UP-78-IJ-5898,2024-10-02,2024,Uttar Pradesh,Kanpur (UP-78),4W,Sedan,Honda,Petrol,BS6,1598.0,5,0,19.75,88.89,0
TS-07-JJ-5915,2023-09-11,2023,Telangana,Khammam (TS-07),LCV,Light Bus,Eicher,Diesel,BS6,3298.0,15,1,0.0,84.62,0
GJ-06-KJ-5932,2021-07-01,2021,Gujarat,Vadodara (GJ-06),4W,SUV,Renault,EV,Not Applicable,0.0,7,3,35.37,95.12,0
KL-08-LJ-5949,2021-10-13,2021,Kerala,Thrissur (KL-08),4W,SUV,Mahindra,Diesel,BS6,2179.0,5,3,24.55,90.0,0
MH-31-MJ-5966,2022-06-07,2022,Maharashtra,Nagpur (MH-31),LCV,Mini Truck,Force Motors,Diesel,BS6,2956.0,2,2,22.58,90.32,0
DL-08-NJ-5983,2020-04-16,2020,Delhi,Delhi West (DL-08),2W,Motorcycle,KTM,Petrol,BS6,100.0,2,4,39.39,90.3,0
PB-11-OJ-6000,2024-01-18,2024,Punjab,Patiala (PB-11),2W,Motorcycle,Hero,EV,Not Applicable,0.0,2,0,41.51,90.57,0
RJ-27-PJ-6017,2023-05-15,2023,Rajasthan,Udaipur (RJ-27),2W,Moped,TVS,Petrol,BS6,96.2,2,1,48.41,92.86,0
DL-09-QJ-6034,2020-04-13,2020,Delhi,Delhi South (DL-09),OTH,Tractor,Sonalika,Diesel,BS6,4998.0,2,4,0.0,100.0,0
UP-32-RJ-6051,2022-02-10,2022,Uttar Pradesh,Lucknow (UP-32),4W,Hatchback,Maruti Suzuki,Petrol,BS6,1000.0,5,2,19.75,88.89,0
KL-07-SJ-6068,2019-11-04,2019,Kerala,Kochi (KL-07),4W,SUV,Honda,Petrol,BS4,1498.0,7,5,24.55,90.0,0
RJ-14-TJ-6085,2020-05-21,2020,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Yamaha,EV,Not Applicable,0.0,2,4,48.41,92.86,0
UP-32-UJ-6102,2022-09-19,2022,Uttar Pradesh,Lucknow (UP-32),2W,Motorcycle,KTM,EV,Not Applicable,0.0,2,2,47.06,91.91,0
TS-01-VJ-6119,2022-12-10,2022,Telangana,Karimnagar (TS-01),4W,SUV,MG,Hybrid,BS6,1968.0,7,2,25.47,92.45,0
KL-02-WJ-6136,2021-10-28,2021,Kerala,Kollam (KL-02),2W,Scooter,TVS,Petrol,BS6,200.0,2,3,44.63,96.69,0
MH-20-XJ-6153,2020-12-21,2020,Maharashtra,Aurangabad (MH-20),4W,SUV,Kia,EV,Not Applicable,0.0,5,4,28.89,91.11,0
KL-07-YJ-6170,2024-06-10,2024,Kerala,Kochi (KL-07),4W,SUV,MG,Diesel,BS6,1498.0,5,0,24.55,90.0,0
MP-09-ZJ-6187,2019-07-01,2019,Madhya Pradesh,Indore (MP-09),4W,MUV,Tata Motors,Petrol,BS4,1000.0,7,5,28.28,85.86,0
KA-22-AK-6204,2021-04-20,2021,Karnataka,Belgaum (KA-22),2W,Motorcycle,Royal Enfield,EV,Not Applicable,0.0,2,3,49.39,91.46,0
CH-01-BK-6221,2020-06-02,2020,Chandigarh,Chandigarh (CH-01),2W,Scooter,Ather,EV,Not Applicable,0.0,2,4,40.62,90.62,0
TN-01-CK-6238,2019-12-11,2019,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,Royal Enfield,Petrol,BS4,87.5,2,5,44.68,95.74,0
KL-07-DK-6255,2024-12-16,2024,Kerala,Kochi (KL-07),4W,MUV,Mahindra,Diesel,BS6,1968.0,7,0,24.55,90.0,0
GJ-03-EK-6272,2024-02-09,2024,Gujarat,Rajkot (GJ-03),3W,Auto Rickshaw,Piaggio,CNG,BS6,225.0,4,0,89.47,100.0,0
TN-58-FK-6289,2023-02-10,2023,Tamil Nadu,Madurai (TN-58),3W,Auto Rickshaw,TVS,Diesel,BS6,250.0,4,1,82.14,96.43,0
PB-11-GK-6306,2019-11-05,2019,Punjab,Patiala (PB-11),4W,SUV,Tata Motors,EV,Not Applicable,0.0,7,5,28.17,87.32,0
PB-11-HK-6323,2023-02-08,2023,Punjab,Patiala (PB-11),2W,Scooter,Ather,EV,Not Applicable,0.0,2,1,41.51,90.57,0
TS-01-IK-6340,2022-11-14,2022,Telangana,Karimnagar (TS-01),2W,Scooter,Honda,Petrol,BS6,85.7,2,2,40.8,92.8,0
DL-09-JK-6357,2021-10-20,2021,Delhi,Delhi South (DL-09),2W,Motorcycle,Ola Electric,EV,Not Applicable,0.0,2,3,39.39,90.3,0
TS-09-KK-6374,2023-04-07,2023,Telangana,Hyderabad (TS-09),4W,Sedan,Renault,Petrol,BS6,1498.0,5,1,25.47,92.45,0
KL-02-LK-6391,2019-07-09,2019,Kerala,Kollam (KL-02),OTH,Tractor,John Deere,Diesel,BS4,4998.0,2,5,0.0,62.5,0
KL-07-MK-6408,2024-02-02,2024,Kerala,Kochi (KL-07),OTH,Tractor,Escorts,Diesel,BS6,6700.0,2,0,0.0,62.5,0
TN-30-NK-6425,2021-02-15,2021,Tamil Nadu,Salem (TN-30),LCV,Pickup Van,Tata Motors,Diesel,BS6,2956.0,2,3,40.0,92.0,0
KA-25-OK-6442,2024-06-13,2024,Karnataka,Hubli (KA-25),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,2956.0,2,0,26.92,88.46,0
DL-01-PK-6459,2022-12-10,2022,Delhi,Delhi Central (DL-01),4W,SUV,Maruti Suzuki,Diesel,BS6,1000.0,5,2,22.58,88.17,0
PB-08-QK-6476,2023-08-22,2023,Punjab,Jalandhar (PB-08),2W,Motorcycle,Royal Enfield,EV,Not Applicable,0.0,2,1,41.51,90.57,0
KL-08-RK-6493,2019-04-05,2019,Kerala,Thrissur (KL-08),2W,Scooter,Yamaha,Petrol,BS4,160.0,2,5,44.63,96.69,0
CH-01-SK-6510,2021-08-02,2021,Chandigarh,Chandigarh (CH-01),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,3,40.62,90.62,0
MP-04-TK-6527,2024-07-15,2024,Madhya Pradesh,Bhopal (MP-04),HCV,Truck,Tata Motors,Diesel,BS6,6700.0,2,0,4.76,85.71,0
KA-01-UK-6544,2019-05-09,2019,Karnataka,Bangalore Central (KA-01),2W,Scooter,Ather,EV,Not Applicable,0.0,2,5,49.39,91.46,0
KL-01-VK-6561,2024-12-17,2024,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Suzuki,EV,Not Applicable,0.0,2,0,44.63,96.69,0
MP-20-WK-6578,2023-11-13,2023,Madhya Pradesh,Jabalpur (MP-20),2W,Scooter,Suzuki,Petrol,BS6,105.9,2,1,40.43,85.11,0
UP-78-XK-6595,2022-02-14,2022,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Royal Enfield,EV,Not Applicable,0.0,2,2,47.06,91.91,0
MH-31-YK-6612,2019-10-10,2019,Maharashtra,Nagpur (MH-31),4W,Sedan,Toyota,Diesel,BS4,2179.0,5,5,28.89,91.11,0
KL-07-ZK-6629,2023-10-14,2023,Kerala,Kochi (KL-07),2W,Motorcycle,Hero,EV,Not Applicable,0.0,2,1,44.63,96.69,0
PB-08-AL-6646,2022-03-16,2022,Punjab,Jalandhar (PB-08),4W,SUV,Mahindra,CNG,BS6,1598.0,5,2,28.17,87.32,0
GJ-06-BL-6663,2023-11-25,2023,Gujarat,Vadodara (GJ-06),2W,Moped,Hero,Petrol,BS6,100.0,2,1,41.43,92.86,0
KL-07-CL-6680,2018-01-15,2018,Kerala,Kochi (KL-07),HCV,Tanker,Tata Motors,Diesel,BS4,4998.0,2,6,0.0,84.0,0
GJ-01-DL-6697,2021-12-21,2021,Gujarat,Ahmedabad (GJ-01),2W,Motorcycle,Royal Enfield,EV,Not Applicable,0.0,2,3,41.43,92.86,0
RJ-14-EL-6714,2023-10-27,2023,Rajasthan,Jaipur (RJ-14),4W,SUV,Kia,Petrol,BS6,1498.0,5,1,26.0,89.0,0
UP-65-FL-6731,2019-06-18,2019,Uttar Pradesh,Varanasi (UP-65),HCV,Trailer,Ashok Leyland,Diesel,BS4,5660.0,2,5,0.0,85.71,0
TN-37-GL-6748,2024-07-15,2024,Tamil Nadu,Coimbatore (TN-37),3W,E-Rickshaw,Atul Auto,EV,Not Applicable,0.0,4,0,82.14,96.43,0
KL-02-HL-6765,2021-08-02,2021,Kerala,Kollam (KL-02),4W,Sedan,Hyundai,Petrol,BS6,1197.0,5,3,24.55,90.0,0
CH-01-IL-6782,2021-09-04,2021,Chandigarh,Chandigarh (CH-01),LCV,Mini Truck,Mahindra,CNG,BS6,3298.0,2,3,60.0,100.0,0
WB-01-JL-6799,2018-03-05,2018,West Bengal,Kolkata (WB-01),4W,SUV,Mahindra,Diesel,BS4,1498.0,5,6,23.66,84.95,0
KL-07-KL-6816,2022-03-04,2022,Kerala,Kochi (KL-07),4W,SUV,Kia,Petrol,BS6,1498.0,7,2,24.55,90.0,0
CH-01-LL-6833,2019-10-29,2019,Chandigarh,Chandigarh (CH-01),HCV,Bus,Volvo,Diesel,BS4,5660.0,32,5,0.0,0.0,0
KL-08-ML-6850,2021-03-06,2021,Kerala,Thrissur (KL-08),3W,Tempo,Bajaj,EV,Not Applicable,0.0,4,3,84.38,93.75,0
MH-20-NL-6867,2023-07-31,2023,Maharashtra,Aurangabad (MH-20),2W,Scooter,Ather,EV,Not Applicable,0.0,2,1,50.93,95.37,0
UP-78-OL-6884,2023-10-02,2023,Uttar Pradesh,Kanpur (UP-78),4W,Sedan,Toyota,Hybrid,BS6,1197.0,5,1,19.75,88.89,0
TS-03-PL-6901,2020-07-10,2020,Telangana,Warangal (TS-03),4W,Hatchback,Hyundai,Diesel,BS6,1462.0,5,4,25.47,92.45,0
UP-70-QL-6918,2021-09-06,2021,Uttar Pradesh,Allahabad (UP-70),3W,E-Rickshaw,Atul Auto,EV,Not Applicable,0.0,4,3,85.71,85.71,0
WB-39-RL-6935,2023-09-04,2023,West Bengal,Asansol (WB-39),2W,Motorcycle,Royal Enfield,Petrol,BS6,160.0,2,1,39.16,92.31,0
KL-11-SL-6952,2019-11-22,2019,Kerala,Kozhikode (KL-11),4W,MUV,Toyota,Petrol,BS4,1462.0,5,5,24.55,90.0,0
WB-40-TL-6969,2023-12-25,2023,West Bengal,Durgapur (WB-40),LCV,Light Bus,Ashok Leyland,CNG,BS6,2956.0,12,1,39.13,86.96,0
TS-01-UL-6986,2023-09-27,2023,Telangana,Karimnagar (TS-01),HCV,Truck,MAN,Diesel,BS6,6700.0,2,1,7.14,92.86,0
UP-65-VL-7003,2022-05-12,2022,Uttar Pradesh,Varanasi (UP-65),2W,Motorcycle,Honda,EV,Not Applicable,0.0,2,2,47.06,91.91,0
DL-08-WL-7020,2023-11-25,2023,Delhi,Delhi West (DL-08),4W,SUV,Toyota,Petrol,BS6,1968.0,7,1,22.58,88.17,0
KA-22-XL-7037,2022-01-05,2022,Karnataka,Belgaum (KA-22),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,49.39,91.46,0
PB-10-YL-7054,2023-04-10,2023,Punjab,Ludhiana (PB-10),2W,Moped,TVS,Petrol,BS6,100.0,2,1,41.51,90.57,0
KA-25-ZL-7071,2020-05-23,2020,Karnataka,Hubli (KA-25),4W,Sedan,Tata Motors,Petrol,BS6,1462.0,5,4,25.89,89.29,0
GJ-18-AM-7088,2018-09-24,2018,Gujarat,Gandhinagar (GJ-18),2W,Scooter,Suzuki,EV,Not Applicable,0.0,2,6,41.43,92.86,0
UP-32-BM-7105,2023-06-03,2023,Uttar Pradesh,Lucknow (UP-32),HCV,Truck,Volvo,Diesel,BS6,5660.0,2,1,0.0,85.71,0
KA-25-CM-7122,2023-07-24,2023,Karnataka,Hubli (KA-25),LCV,Pickup Van,Mahindra,Diesel,BS6,2956.0,2,1,26.92,88.46,0
WB-01-DM-7139,2021-06-26,2021,West Bengal,Kolkata (WB-01),HCV,Trailer,Volvo,Diesel,BS6,4998.0,2,3,0.0,91.67,0
TN-30-EM-7156,2024-11-20,2024,Tamil Nadu,Salem (TN-30),2W,Motorcycle,KTM,Petrol,BS6,125.0,2,0,44.68,95.74,0
WB-13-FM-7173,2024-11-15,2024,West Bengal,Howrah (WB-13),2W,Scooter,Bajaj,Petrol,BS6,160.0,2,0,39.16,92.31,0
KA-01-GM-7190,2021-11-17,2021,Karnataka,Bangalore Central (KA-01),4W,Sedan,Renault,Diesel,BS6,1197.0,5,3,25.89,89.29,0
KL-01-HM-7207,2023-12-04,2023,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Yamaha,Petrol,BS6,150.0,2,1,44.63,96.69,0
TS-03-IM-7224,2021-10-09,2021,Telangana,Warangal (TS-03),LCV,Light Bus,Force Motors,Diesel,BS6,2956.0,15,3,0.0,84.62,0
TN-30-JM-7241,2021-11-25,2021,Tamil Nadu,Salem (TN-30),2W,Scooter,Bajaj,EV,Not Applicable,0.0,2,3,44.68,95.74,0
GJ-06-KM-7258,2022-09-05,2022,Gujarat,Vadodara (GJ-06),4W,SUV,MG,CNG,BS6,1598.0,5,2,35.37,95.12,0
MP-13-LM-7275,2019-07-11,2019,Madhya Pradesh,Ujjain (MP-13),4W,Hatchback,Skoda,Diesel,BS4,1598.0,5,5,28.28,85.86,0
TN-45-MM-7292,2023-03-27,2023,Tamil Nadu,Trichy (TN-45),4W,SUV,Kia,Petrol,BS6,1598.0,7,1,26.26,91.92,0
MP-04-NM-7309,2022-12-10,2022,Madhya Pradesh,Bhopal (MP-04),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,40.43,85.11,0
TS-05-OM-7326,2022-07-14,2022,Telangana,Nizamabad (TS-05),4W,MUV,Kia,Diesel,BS6,1598.0,5,2,25.47,92.45,0
WB-01-PM-7343,2023-04-18,2023,West Bengal,Kolkata (WB-01),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,1,39.16,92.31,0
DL-04-QM-7360,2024-03-30,2024,Delhi,Delhi North (DL-04),4W,SUV,Hyundai,Diesel,BS6,1197.0,5,0,22.58,88.17,0
PB-02-RM-7377,2024-05-03,2024,Punjab,Amritsar (PB-02),4W,SUV,MG,Diesel,BS6,1498.0,5,0,28.17,87.32,0
RJ-19-SM-7394,2024-01-25,2024,Rajasthan,Jodhpur (RJ-19),2W,Motorcycle,KTM,Petrol,BS6,110.0,2,0,48.41,92.86,0
KA-25-TM-7411,2023-05-15,2023,Karnataka,Hubli (KA-25),4W,MUV,MG,Petrol,BS6,1462.0,5,1,25.89,89.29,0
MP-07-UM-7428,2021-08-28,2021,Madhya Pradesh,Gwalior (MP-07),4W,MUV,Tata Motors,Petrol,BS6,1462.0,7,3,28.28,85.86,0
UP-80-VM-7445,2024-09-06,2024,Uttar Pradesh,Agra (UP-80),2W,Motorcycle,Royal Enfield,EV,Not Applicable,0.0,2,0,47.06,91.91,0
KA-19-WM-7462,2022-03-19,2022,Karnataka,Mangalore (KA-19),4W,SUV,MG,Petrol,BS6,1462.0,7,2,25.89,89.29,0
TS-05-XM-7479,2023-10-26,2023,Telangana,Nizamabad (TS-05),HCV,Trailer,Eicher,Diesel,BS6,5660.0,2,1,7.14,92.86,0
KL-02-YM-7496,2019-07-26,2019,Kerala,Kollam (KL-02),2W,Scooter,Yamaha,EV,Not Applicable,0.0,2,5,44.63,96.69,0
TN-45-ZM-7513,2020-05-02,2020,Tamil Nadu,Trichy (TN-45),4W,SUV,Hyundai,Hybrid,BS6,1462.0,7,4,26.26,91.92,0
WB-01-AN-7530,2021-08-16,2021,West Bengal,Kolkata (WB-01),2W,Scooter,Honda,Petrol,BS6,110.0,2,3,39.16,92.31,0
GJ-03-BN-7547,2019-06-13,2019,Gujarat,Rajkot (GJ-03),4W,MUV,Mahindra,Petrol,BS4,1598.0,5,5,35.37,95.12,0
TS-03-CN-7564,2023-03-04,2023,Telangana,Warangal (TS-03),3W,E-Rickshaw,TVS,EV,Not Applicable,0.0,4,1,81.25,100.0,0
DL-09-DN-7581,2022-12-14,2022,Delhi,Delhi South (DL-09),4W,Hatchback,Maruti Suzuki,Petrol,BS6,800.0,5,2,22.58,88.17,0
KA-19-EN-7598,2023-10-23,2023,Karnataka,Mangalore (KA-19),4W,MUV,MG,CNG,BS6,800.0,7,1,25.89,89.29,0
TS-01-FN-7615,2021-07-23,2021,Telangana,Karimnagar (TS-01),4W,Sedan,Renault,Diesel,BS6,1197.0,5,3,25.47,92.45,0
KL-11-GN-7632,2023-08-07,2023,Kerala,Kozhikode (KL-11),4W,Sedan,Renault,Hybrid,BS6,2179.0,5,1,24.55,90.0,0
MP-09-HN-7649,2024-12-10,2024,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Suzuki,EV,Not Applicable,0.0,2,0,40.43,85.11,0
KL-02-IN-7666,2022-10-01,2022,Kerala,Kollam (KL-02),4W,SUV,MG,Petrol,BS6,1498.0,5,2,24.55,90.0,0
GJ-01-JN-7683,2023-01-04,2023,Gujarat,Ahmedabad (GJ-01),HCV,Bus,Volvo,Diesel,BS6,3760.0,32,1,0.0,100.0,0
DL-01-KN-7700,2023-04-27,2023,Delhi,Delhi Central (DL-01),4W,SUV,Tata Motors,Diesel,BS6,1968.0,7,1,22.58,88.17,0
MP-09-LN-7717,2022-12-22,2022,Madhya Pradesh,Indore (MP-09),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,40.43,85.11,0
TS-09-MN-7734,2018-12-11,2018,Telangana,Hyderabad (TS-09),2W,Moped,Hero,Petrol,BS4,86.8,2,6,40.8,92.8,0
RJ-27-NN-7751,2023-03-31,2023,Rajasthan,Udaipur (RJ-27),LCV,Light Bus,Mahindra,Diesel,BS6,3298.0,15,1,40.91,72.73,0
MP-20-ON-7768,2024-02-05,2024,Madhya Pradesh,Jabalpur (MP-20),2W,Motorcycle,KTM,EV,Not Applicable,0.0,2,0,40.43,85.11,0
TS-07-PN-7785,2023-03-07,2023,Telangana,Khammam (TS-07),2W,Scooter,Honda,Petrol,BS6,102.6,2,1,40.8,92.8,0
TN-01-QN-7802,2024-02-12,2024,Tamil Nadu,Chennai Central (TN-01),2W,Moped,TVS,Petrol,BS6,94.7,2,0,44.68,95.74,0
PB-08-RN-7819,2024-06-12,2024,Punjab,Jalandhar (PB-08),4W,Sedan,Toyota,CNG,BS6,2179.0,5,0,28.17,87.32,0
MP-07-SN-7836,2021-05-24,2021,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Bajaj,Petrol,BS6,160.0,2,3,40.43,85.11,0
KA-01-TN-7853,2024-06-24,2024,Karnataka,Bangalore Central (KA-01),3W,Tempo,Atul Auto,EV,Not Applicable,0.0,4,0,68.42,94.74,0
UP-65-UN-7870,2018-11-28,2018,Uttar Pradesh,Varanasi (UP-65),2W,Motorcycle,Yamaha,Petrol,BS4,400.0,2,6,47.06,91.91,0
KA-22-VN-7887,2021-10-02,2021,Karnataka,Belgaum (KA-22),2W,Moped,Suzuki,EV,Not Applicable,0.0,2,3,49.39,91.46,0
WB-01-WN-7904,2018-05-14,2018,West Bengal,Kolkata (WB-01),2W,Moped,TVS,Petrol,BS4,91.2,2,6,39.16,92.31,0
DL-02-XN-7921,2019-03-28,2019,Delhi,Delhi East (DL-02),2W,Scooter,Hero,Petrol,BS4,101.8,2,5,39.39,90.3,0
DL-04-YN-7938,2024-05-29,2024,Delhi,Delhi North (DL-04),2W,Scooter,Ather,EV,Not Applicable,0.0,2,0,39.39,90.3,0
WB-01-ZN-7955,2023-02-25,2023,West Bengal,Kolkata (WB-01),4W,Hatchback,Honda,Petrol,BS6,1211.3,5,1,23.66,84.95,0
WB-73-AO-7972,2022-09-05,2022,West Bengal,Siliguri (WB-73),2W,Moped,Yamaha,Petrol,BS6,97.1,2,2,39.16,92.31,0
MP-20-BO-7989,2018-09-26,2018,Madhya Pradesh,Jabalpur (MP-20),2W,Motorcycle,KTM,Petrol,BS4,400.0,2,6,40.43,85.11,0
UP-70-CO-8006,2021-04-24,2021,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,Honda,EV,Not Applicable,0.0,2,3,47.06,91.91,0
DL-02-DO-8023,2020-08-27,2020,Delhi,Delhi East (DL-02),2W,Scooter,Yamaha,Petrol,BS6,160.0,2,4,39.39,90.3,0
KA-22-EO-8040,2023-04-29,2023,Karnataka,Belgaum (KA-22),4W,MUV,Maruti Suzuki,Diesel,BS6,800.0,7,1,25.89,89.29,0
GJ-18-FO-8057,2018-03-08,2018,Gujarat,Gandhinagar (GJ-18),2W,Motorcycle,KTM,EV,Not Applicable,0.0,2,6,41.43,92.86,0
MP-04-GO-8074,2022-07-11,2022,Madhya Pradesh,Bhopal (MP-04),4W,MUV,Maruti Suzuki,Petrol,BS6,1462.0,5,2,28.28,85.86,0
DL-04-HO-8091,2022-08-25,2022,Delhi,Delhi North (DL-04),OTH,Tractor,Escorts,Diesel,BS6,5660.0,2,2,0.0,100.0,0
KA-25-IO-8108,2023-03-13,2023,Karnataka,Hubli (KA-25),HCV,Truck,Eicher,Diesel,BS6,5660.0,2,1,0.0,96.15,0
UP-32-JO-8125,2023-01-13,2023,Uttar Pradesh,Lucknow (UP-32),2W,Motorcycle,Suzuki,EV,Not Applicable,0.0,2,1,47.06,91.91,0
KL-02-KO-8142,2020-04-28,2020,Kerala,Kollam (KL-02),3W,E-Rickshaw,Atul Auto,EV,Not Applicable,0.0,4,4,84.38,93.75,0
TS-03-LO-8159,2023-02-13,2023,Telangana,Warangal (TS-03),4W,SUV,Mahindra,EV,Not Applicable,0.0,7,1,25.47,92.45,0
RJ-27-MO-8176,2021-07-13,2021,Rajasthan,Udaipur (RJ-27),2W,Scooter,Honda,EV,Not Applicable,0.0,2,3,48.41,92.86,0
DL-08-NO-8193,2018-02-15,2018,Delhi,Delhi West (DL-08),2W,Motorcycle,Honda,Petrol,BS4,125.0,2,6,39.39,90.3,0
TS-03-OO-8210,2022-10-26,2022,Telangana,Warangal (TS-03),2W,Scooter,Yamaha,Petrol,BS6,111.5,2,2,40.8,92.8,0
PB-11-PO-8227,2024-02-21,2024,Punjab,Patiala (PB-11),2W,Motorcycle,Yamaha,Petrol,BS6,350.0,2,0,41.51,90.57,0
WB-01-QO-8244,2018-09-14,2018,West Bengal,Kolkata (WB-01),LCV,Light Bus,Tata Motors,Diesel,BS4,2956.0,15,6,39.13,86.96,0
PB-02-RO-8261,2021-05-10,2021,Punjab,Amritsar (PB-02),2W,Scooter,Suzuki,Petrol,BS6,112.9,2,3,41.51,90.57,0
DL-09-SO-8278,2021-03-01,2021,Delhi,Delhi South (DL-09),4W,SUV,Mahindra,Diesel,BS6,1462.0,5,3,22.58,88.17,0
UP-65-TO-8295,2018-04-25,2018,Uttar Pradesh,Varanasi (UP-65),3W,Tempo,Mahindra,CNG,BS4,250.0,4,6,85.71,85.71,0
MP-13-UO-8312,2023-05-02,2023,Madhya Pradesh,Ujjain (MP-13),4W,MUV,Mahindra,Petrol,BS6,800.0,7,1,28.28,85.86,0
DL-02-VO-8329,2024-05-15,2024,Delhi,Delhi East (DL-02),2W,Motorcycle,KTM,Petrol,BS6,200.0,2,0,39.39,90.3,0
KA-01-WO-8346,2022-08-13,2022,Karnataka,Bangalore Central (KA-01),2W,Scooter,Ather,EV,Not Applicable,0.0,2,2,49.39,91.46,0
KA-22-XO-8363,2024-03-25,2024,Karnataka,Belgaum (KA-22),2W,Scooter,Suzuki,Petrol,BS6,122.2,2,0,49.39,91.46,0
MH-15-YO-8380,2024-07-30,2024,Maharashtra,Nashik (MH-15),4W,SUV,Skoda,EV,Not Applicable,0.0,5,0,28.89,91.11,0
KA-01-ZO-8397,2021-07-05,2021,Karnataka,Bangalore Central (KA-01),3W,Tempo,Mahindra,Diesel,BS6,250.0,4,3,68.42,94.74,0
KL-11-AP-8414,2022-03-19,2022,Kerala,Kozhikode (KL-11),2W,Scooter,TVS,EV,Not Applicable,0.0,2,2,44.63,96.69,0
UP-70-BP-8431,2024-01-13,2024,Uttar Pradesh,Allahabad (UP-70),2W,Moped,Yamaha,Petrol,BS6,89.5,2,0,47.06,91.91,0
CH-01-CP-8448,2024-08-01,2024,Chandigarh,Chandigarh (CH-01),4W,SUV,Honda,Diesel,BS6,800.0,7,0,12.5,83.33,0
UP-70-DP-8465,2020-07-28,2020,Uttar Pradesh,Allahabad (UP-70),4W,Sedan,Honda,Petrol,BS6,1462.0,5,4,19.75,88.89,0
MH-20-EP-8482,2022-08-29,2022,Maharashtra,Aurangabad (MH-20),4W,MUV,MG,Diesel,BS6,800.0,7,2,28.89,91.11,0
PB-11-FP-8499,2020-10-28,2020,Punjab,Patiala (PB-11),LCV,Pickup Van,Mahindra,Diesel,BS6,2956.0,2,4,22.22,88.89,0
WB-01-GP-8516,2023-03-06,2023,West Bengal,Kolkata (WB-01),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1197.0,5,1,23.66,84.95,0
TN-37-HP-8533,2024-03-26,2024,Tamil Nadu,Coimbatore (TN-37),4W,Hatchback,Honda,Diesel,BS6,1498.0,5,0,26.26,91.92,0
TN-37-IP-8550,2020-04-27,2020,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,Hero,Petrol,BS6,160.0,2,4,44.68,95.74,0
GJ-03-JP-8567,2022-12-29,2022,Gujarat,Rajkot (GJ-03),2W,Scooter,Hero,Petrol,BS6,150.0,2,2,41.43,92.86,0
MP-04-KP-8584,2021-07-20,2021,Madhya Pradesh,Bhopal (MP-04),2W,Scooter,TVS,Petrol,BS6,200.0,2,3,40.43,85.11,0
TN-45-LP-8601,2020-01-25,2020,Tamil Nadu,Trichy (TN-45),2W,Scooter,Ather,EV,Not Applicable,0.0,2,4,44.68,95.74,0
UP-80-MP-8618,2022-06-24,2022,Uttar Pradesh,Agra (UP-80),2W,Moped,Yamaha,Petrol,BS6,91.3,2,2,47.06,91.91,0
KA-01-NP-8635,2021-03-15,2021,Karnataka,Bangalore Central (KA-01),HCV,Truck,Volvo,Diesel,BS6,5660.0,2,3,0.0,96.15,0
RJ-19-OP-8652,2021-09-03,2021,Rajasthan,Jodhpur (RJ-19),OTH,Tractor,John Deere,Diesel,BS6,4998.0,2,3,0.0,100.0,0
TS-07-PP-8669,2018-01-22,2018,Telangana,Khammam (TS-07),4W,MUV,Renault,Diesel,BS4,1462.0,7,6,25.47,92.45,0
TN-01-QP-8686,2024-11-14,2024,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,KTM,Petrol,BS6,200.0,2,0,44.68,95.74,0
TS-01-RP-8703,2022-10-04,2022,Telangana,Karimnagar (TS-01),HCV,Bus,Eicher,EV,Not Applicable,0.0,52,2,7.14,92.86,0
TS-01-SP-8720,2023-02-09,2023,Telangana,Karimnagar (TS-01),2W,Motorcycle,KTM,Petrol,BS6,112.9,2,1,40.8,92.8,0
