Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,is_clean,is_compliant,CFAR,FMI
REG103340,20-08-2023,2023,Kerala,Thrissur (KL-08),2W,Moped,Yamaha,Petrol,BS6,200.0,2,1,False,True,30.508474576271187,96.61016949152543
REG103341,21-09-2021,2021,Punjab,Chandigarh (CH-01),4W,Hatchback,Kia,Petrol,BS6,1462.0,5,3,False,True,38.46153846153847,100.0
REG103342,06-07-2023,2023,Madhya Pradesh,Ujjain (MP-13),4W,MUV,Skoda,EV,BS6,0.0,7,1,True,True,36.36363636363637,96.36363636363636
REG103343,06-02-2023,2023,West Bengal,Asansol (WB-39),4W,MUV,Toyota,Diesel,BS6,1968.0,8,1,False,True,45.0,97.5
REG103344,18-04-2018,2018,Telangana,Nizamabad (TS-05),OTH,Tractor,John Deere,Diesel,BS4,3760.0,1,6,False,False,41.66666666666667,0.0
REG103345,23-11-2019,2019,Madhya Pradesh,Bhopal (MP-04),4W,MUV,MG,Diesel,BS4,1462.0,7,5,False,False,44.44444444444444,7.4074074074074066
REG103346,26-10-2022,2022,Madhya Pradesh,Bhopal (MP-04),4W,Hatchback,MG,Diesel,BS6,1197.0,5,2,False,True,39.53488372093023,100.0
REG103347,28-07-2020,2020,Delhi,Delhi East (DL-02),4W,SUV,Kia,Petrol,BS6,1598.0,6,4,False,True,38.23529411764706,85.29411764705883
REG103348,16-12-2019,2019,Telangana,Nizamabad (TS-05),4W,Hatchback,Tata Motors,Petrol,BS4,1968.0,5,5,False,False,26.666666666666668,6.666666666666667
REG103349,26-05-2023,2023,Delhi,Delhi East (DL-02),3W,E-Rickshaw,Kinetic Green,EV,BS6,0.0,3,1,True,True,36.666666666666664,98.33333333333333
REG103350,06-09-2020,2020,Gujarat,Gandhinagar (GJ-18),4W,Sedan,Tata Motors,Petrol,BS6,1000.0,5,4,False,True,33.33333333333333,81.81818181818183
REG103351,08-07-2023,2023,Uttar Pradesh,Allahabad (UP-70),2W,Motorcycle,Ola Electric,Petrol,BS6,200.0,2,1,False,True,26.666666666666668,100.0
REG103352,29-08-2018,2018,Kerala,Thrissur (KL-08),OTH,Tractor,TAFE,Diesel,BS4,5660.0,1,6,False,False,36.36363636363637,0.0
REG103353,20-07-2021,2021,Delhi,Delhi North (DL-04),OTH,Crane,John Deere,Diesel,BS6,3760.0,2,3,False,True,44.11764705882353,94.11764705882352
REG103354,08-01-2023,2023,Karnataka,Belgaum (KA-22),4W,Hatchback,Tata Motors,Diesel,BS6,1968.0,5,1,False,True,37.17948717948718,99.14529914529915
REG103355,28-11-2024,2024,Maharashtra,Nashik (MH-15),4W,Hatchback,Tata Motors,Petrol,BS6,1462.0,5,0,False,True,45.714285714285715,100.0
REG103356,03-01-2021,2021,Rajasthan,Udaipur (RJ-27),2W,Scooter,Ather,CNG,BS6,160.0,2,3,True,True,42.857142857142854,95.23809523809523
REG103357,19-04-2018,2018,Rajasthan,Kota (RJ-20),2W,Scooter,Ola Electric,Petrol,BS4,200.0,2,6,False,False,54.54545454545454,0.0
REG103358,21-04-2023,2023,Uttar Pradesh,Lucknow (UP-32),3W,E-Rickshaw,Atul Auto,EV,BS6,0.0,3,1,True,True,26.666666666666668,100.0
REG103359,14-12-2022,2022,Tamil Nadu,Salem (TN-30),2W,Motorcycle,Ola Electric,CNG,BS6,250.0,2,2,True,True,48.148148148148145,96.29629629629629
REG103360,05-12-2021,2021,Maharashtra,Mumbai Central (MH-01),3W,Tempo,Kinetic Green,CNG,BS6,225.0,6,3,True,True,44.73684210526316,100.0
REG103361,11-07-2019,2019,Punjab,Chandigarh (CH-01),2W,Moped,TVS,Petrol,BS4,200.0,2,5,False,False,52.63157894736842,15.789473684210526
REG103362,13-01-2022,2022,Madhya Pradesh,Bhopal (MP-04),2W,Scooter,Ola Electric,Petrol,BS6,110.0,2,2,False,True,39.53488372093023,100.0
REG103363,07-06-2024,2024,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Bajaj,EV,BS6,0.0,2,0,True,True,41.02564102564102,100.0
REG103364,07-02-2021,2021,Maharashtra,Nashik (MH-15),2W,Scooter,TVS,Petrol,BS6,400.0,2,3,False,True,44.73684210526316,100.0
REG103365,02-11-2023,2023,Madhya Pradesh,Indore (MP-09),4W,Sedan,Skoda,Hybrid,BS6,1197.0,5,1,True,True,36.36363636363637,96.36363636363636
REG103366,23-03-2018,2018,Madhya Pradesh,Ujjain (MP-13),2W,Motorcycle,Yamaha,Petrol,BS4,125.0,2,6,False,False,34.78260869565217,0.0
REG103367,26-08-2022,2022,Uttar Pradesh,Lucknow (UP-32),LCV,Light Bus,Mahindra,Diesel,BS6,2956.0,15,2,False,True,42.592592592592595,96.29629629629629
REG103368,09-09-2023,2023,Gujarat,Surat (GJ-05),3W,Auto Rickshaw,TVS,CNG,BS6,225.0,3,1,True,True,36.84210526315789,100.0
REG103369,22-12-2023,2023,Telangana,Warangal (TS-03),2W,Motorcycle,TVS,Petrol,BS6,100.0,2,1,False,True,32.25806451612903,98.38709677419355
REG103370,31-07-2024,2024,Karnataka,Mysore (KA-09),2W,Moped,Ather,Petrol,BS6,250.0,2,0,False,True,41.29032258064516,100.0
REG103371,02-08-2021,2021,Rajasthan,Ajmer (RJ-01),4W,Sedan,Kia,Diesel,BS6,800.0,5,3,False,True,42.857142857142854,95.23809523809523
REG103372,21-04-2020,2020,Gujarat,Rajkot (GJ-03),2W,Moped,Royal Enfield,Petrol,BS6,350.0,2,4,False,True,33.33333333333333,81.81818181818183
REG103373,08-01-2024,2024,Telangana,Karimnagar (TS-01),4W,MUV,MG,CNG,BS6,2179.0,5,0,True,True,25.71428571428571,100.0
REG103374,11-08-2022,2022,Kerala,Kollam (KL-02),2W,Scooter,KTM,EV,BS6,0.0,2,2,True,True,32.608695652173914,100.0
REG103375,24-07-2022,2022,Tamil Nadu,Trichy (TN-45),3W,Tempo,Mahindra,CNG,BS6,200.0,7,2,True,True,48.148148148148145,96.29629629629629
REG103376,26-11-2023,2023,Tamil Nadu,Trichy (TN-45),4W,Sedan,Honda,EV,BS6,0.0,5,1,True,True,41.509433962264154,96.22641509433963
REG103377,06-08-2019,2019,Karnataka,Mangalore (KA-19),2W,Scooter,Bajaj,EV,BS4,0.0,2,5,True,False,31.32530120481928,9.63855421686747
REG103378,08-02-2018,2018,Rajasthan,Udaipur (RJ-27),4W,MUV,Renault,Diesel,BS4,1968.0,8,6,False,False,54.54545454545454,0.0
REG103379,25-09-2020,2020,Gujarat,Rajkot (GJ-03),HCV,Trailer,MAN,Diesel,BS6,4998.0,2,4,False,True,33.33333333333333,81.81818181818183
REG103380,17-12-2024,2024,Tamil Nadu,Madurai (TN-58),2W,Moped,Yamaha,Petrol,BS6,160.0,2,0,False,True,38.88888888888889,100.0
REG103381,12-10-2019,2019,Karnataka,Mangalore (KA-19),4W,Hatchback,Skoda,CNG,BS4,1498.0,5,5,True,False,31.32530120481928,9.63855421686747
REG103382,17-12-2018,2018,Telangana,Karimnagar (TS-01),2W,Moped,Honda,EV,BS4,0.0,2,6,True,False,41.66666666666667,0.0
REG103383,29-01-2023,2023,West Bengal,Kolkata (WB-01),2W,Motorcycle,KTM,EV,BS6,0.0,2,1,True,True,45.0,97.5
REG103384,15-08-2022,2022,Gujarat,Ahmedabad (GJ-01),2W,Motorcycle,Suzuki,EV,BS6,0.0,2,2,True,True,50.0,95.65217391304348
REG103385,04-02-2023,2023,Uttar Pradesh,Varanasi (UP-65),4W,SUV,Honda,Petrol,BS6,1000.0,5,1,False,True,26.666666666666668,100.0
REG103386,05-07-2022,2022,Punjab,Chandigarh (CH-01),2W,Scooter,Hero,Petrol,BS6,100.0,2,2,False,True,39.21568627450981,98.0392156862745
REG103387,31-08-2023,2023,Kerala,Kochi (KL-07),2W,Motorcycle,TVS,Petrol,BS6,125.0,2,1,False,True,30.508474576271187,96.61016949152543
REG103388,30-03-2018,2018,Madhya Pradesh,Indore (MP-09),4W,Sedan,Maruti Suzuki,Petrol,BS4,2179.0,5,6,False,False,34.78260869565217,0.0
REG103389,20-06-2023,2023,Punjab,Patiala (PB-11),3W,Tempo,Mahindra,EV,BS6,0.0,7,1,True,True,33.33333333333333,100.0
REG103390,27-06-2023,2023,Uttar Pradesh,Agra (UP-80),4W,MUV,Kia,Petrol,BS6,1197.0,8,1,False,True,26.666666666666668,100.0
REG103391,26-05-2021,2021,Madhya Pradesh,Ujjain (MP-13),4W,SUV,Tata Motors,Petrol,BS6,1000.0,7,3,False,True,44.89795918367347,95.91836734693877
REG103392,02-05-2024,2024,Kerala,Kochi (KL-07),2W,Motorcycle,Yamaha,Petrol,BS6,350.0,2,0,False,True,36.17021276595745,100.0
REG103393,08-11-2022,2022,Punjab,Ludhiana (PB-10),LCV,Pickup Van,Force Motors,EV,BS6,0.0,9,2,True,True,39.21568627450981,98.0392156862745
REG103394,15-02-2021,2021,Telangana,Hyderabad (TS-09),4W,MUV,Maruti Suzuki,Diesel,BS6,2179.0,7,3,False,True,38.70967741935484,93.54838709677419
REG103395,10-02-2021,2021,Punjab,Chandigarh (CH-01),4W,SUV,Skoda,Hybrid,BS6,1498.0,7,3,True,True,38.46153846153847,100.0
REG103396,26-05-2022,2022,Punjab,Patiala (PB-11),2W,Motorcycle,Bajaj,Petrol,BS6,100.0,2,2,False,True,39.21568627450981,98.0392156862745
REG103397,13-10-2022,2022,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Yamaha,Petrol,BS6,250.0,2,2,False,True,39.53488372093023,100.0
REG103398,29-10-2024,2024,Delhi,Delhi East (DL-02),2W,Motorcycle,Yamaha,Petrol,BS6,110.0,2,0,False,True,41.02564102564102,100.0
REG103399,01-10-2023,2023,Karnataka,Bangalore Central (KA-01),2W,Motorcycle,Ather,Petrol,BS6,160.0,2,1,False,True,37.17948717948718,99.14529914529915
REG103400,01-11-2024,2024,Uttar Pradesh,Varanasi (UP-65),LCV,Light Bus,Eicher,CNG,BS6,2956.0,9,0,True,True,27.77777777777778,100.0
REG103401,27-01-2022,2022,Karnataka,Mysore (KA-09),2W,Moped,Suzuki,Petrol,BS6,350.0,2,2,False,True,43.333333333333336,96.66666666666667
REG103402,15-05-2020,2020,Kerala,Kochi (KL-07),4W,Hatchback,Maruti Suzuki,Petrol,BS6,1197.0,5,4,False,True,37.5,87.5
REG103403,06-10-2024,2024,Punjab,Jalandhar (PB-08),4W,Sedan,Maruti Suzuki,Diesel,BS6,1197.0,5,0,False,True,31.25,100.0
REG103404,16-12-2023,2023,Telangana,Hyderabad (TS-09),4W,Sedan,Hyundai,Hybrid,BS6,1498.0,5,1,True,True,32.25806451612903,98.38709677419355
REG103405,23-02-2020,2020,West Bengal,Durgapur (WB-40),2W,Scooter,TVS,EV,BS6,0.0,2,4,True,True,30.76923076923077,88.46153846153845
REG103406,23-08-2021,2021,Kerala,Kollam (KL-02),HCV,Tanker,Ashok Leyland,Diesel,BS6,4998.0,2,3,False,True,37.254901960784316,94.11764705882352
REG103407,05-08-2023,2023,Rajasthan,Ajmer (RJ-01),2W,Scooter,Yamaha,Petrol,BS6,350.0,2,1,False,True,32.83582089552239,100.0
REG103408,19-06-2022,2022,Uttar Pradesh,Allahabad (UP-70),HCV,Tanker,Eicher,Diesel,BS6,5660.0,2,2,False,True,42.592592592592595,96.29629629629629
REG103409,29-02-2020,2020,Rajasthan,Ajmer (RJ-01),2W,Scooter,Royal Enfield,Petrol,BS6,160.0,2,4,False,True,52.0,84.0
REG103410,11-08-2023,2023,Tamil Nadu,Trichy (TN-45),OTH,Tractor,Sonalika,Diesel,BS6,4998.0,1,1,False,True,41.509433962264154,96.22641509433963
REG103411,22-09-2021,2021,Rajasthan,Jaipur (RJ-14),OTH,Road Roller,TAFE,Diesel,BS6,5329.0,1,3,False,True,42.857142857142854,95.23809523809523
REG103412,05-08-2022,2022,Karnataka,Mysore (KA-09),LCV,Light Bus,Ashok Leyland,Diesel,BS6,3298.0,12,2,False,True,43.333333333333336,96.66666666666667
REG103413,26-12-2019,2019,Karnataka,Bangalore Central (KA-01),OTH,Crane,Escorts,Diesel,BS4,4998.0,1,5,False,False,31.32530120481928,9.63855421686747
REG103414,29-04-2022,2022,West Bengal,Kolkata (WB-01),4W,SUV,Skoda,Petrol,BS6,1000.0,8,2,False,True,35.714285714285715,98.21428571428571
REG103415,13-08-2020,2020,Maharashtra,Pune (MH-12),4W,MUV,Kia,Petrol,BS6,1197.0,8,4,False,True,34.61538461538461,84.61538461538461
REG103416,03-08-2021,2021,Karnataka,Belgaum (KA-22),2W,Moped,TVS,Petrol,BS6,150.0,2,3,False,True,32.88590604026846,94.63087248322147
REG103417,06-10-2023,2023,Karnataka,Bangalore Central (KA-01),2W,Motorcycle,Bajaj,EV,BS6,0.0,2,1,True,True,37.17948717948718,99.14529914529915
REG103418,02-06-2019,2019,Telangana,Karimnagar (TS-01),4W,Hatchback,Honda,Diesel,BS4,1598.0,5,5,False,False,26.666666666666668,6.666666666666667
REG103419,10-02-2023,2023,Telangana,Karimnagar (TS-01),2W,Scooter,Suzuki,Petrol,BS6,400.0,2,1,False,True,32.25806451612903,98.38709677419355
REG103420,06-12-2019,2019,Maharashtra,Pune (MH-12),4W,Sedan,Toyota,Petrol,BS4,1462.0,5,5,False,False,36.84210526315789,5.263157894736842
REG103421,07-11-2021,2021,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,Ola Electric,Petrol,BS6,400.0,2,3,False,True,30.76923076923077,94.87179487179486
REG103422,18-06-2022,2022,Gujarat,Surat (GJ-05),4W,Sedan,Renault,Petrol,BS6,1197.0,5,2,False,True,50.0,95.65217391304348
REG103423,16-02-2022,2022,Delhi,Delhi Central (DL-01),4W,Sedan,Skoda,Diesel,BS6,1197.0,5,2,False,True,28.57142857142857,100.0
REG103424,06-03-2022,2022,Kerala,Kochi (KL-07),HCV,Bus,BharatBenz,Diesel,BS6,6700.0,45,2,False,True,32.608695652173914,100.0
REG103425,25-08-2022,2022,Telangana,Karimnagar (TS-01),2W,Moped,Yamaha,Petrol,BS6,250.0,2,2,False,True,37.5,97.91666666666666
REG103426,13-08-2022,2022,Maharashtra,Pune (MH-12),2W,Moped,KTM,EV,BS6,0.0,2,2,True,True,41.86046511627907,97.67441860465115
REG103427,23-11-2023,2023,Kerala,Thiruvananthapuram (KL-01),2W,Moped,Ather,Petrol,BS6,200.0,2,1,False,True,30.508474576271187,96.61016949152543
REG103428,07-03-2020,2020,Madhya Pradesh,Gwalior (MP-07),3W,E-Rickshaw,Mahindra,CNG,BS6,225.0,3,4,True,True,45.45454545454545,81.81818181818183
REG103429,27-10-2022,2022,Madhya Pradesh,Bhopal (MP-04),2W,Scooter,Bajaj,Petrol,BS6,350.0,2,2,False,True,39.53488372093023,100.0
REG103430,29-03-2023,2023,Delhi,Delhi Central (DL-01),HCV,Tanker,Ashok Leyland,EV,BS6,0.0,2,1,True,True,36.666666666666664,98.33333333333333
REG103431,19-06-2023,2023,West Bengal,Kolkata (WB-01),2W,Motorcycle,Royal Enfield,Petrol,BS6,200.0,2,1,False,True,45.0,97.5
REG103432,25-04-2023,2023,Rajasthan,Kota (RJ-20),LCV,Light Bus,Eicher,EV,BS6,0.0,12,1,True,True,32.83582089552239,100.0
REG103433,05-02-2024,2024,Madhya Pradesh,Bhopal (MP-04),2W,Motorcycle,Suzuki,EV,BS6,0.0,2,0,True,True,48.837209302325576,100.0
REG103434,20-07-2022,2022,Punjab,Jalandhar (PB-08),4W,SUV,Honda,EV,BS6,0.0,8,2,True,True,39.21568627450981,98.0392156862745
REG103435,09-12-2024,2024,Punjab,Chandigarh (CH-01),2W,Scooter,Ather,CNG,BS6,250.0,2,0,True,True,31.25,100.0
REG103436,24-03-2024,2024,West Bengal,Howrah (WB-13),2W,Moped,TVS,EV,BS6,0.0,2,0,True,True,27.027027027027028,100.0
REG103437,04-12-2022,2022,Telangana,Khammam (TS-07),2W,Moped,KTM,CNG,BS6,250.0,2,2,True,True,37.5,97.91666666666666
REG103438,22-05-2024,2024,Tamil Nadu,Coimbatore (TN-37),4W,SUV,Toyota,CNG,BS6,1197.0,8,0,True,True,38.88888888888889,100.0
REG103439,31-01-2022,2022,Gujarat,Ahmedabad (GJ-01),3W,Auto Rickshaw,Kinetic Green,EV,BS6,0.0,3,2,True,True,50.0,95.65217391304348
REG103440,04-05-2018,2018,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Ola Electric,EV,BS4,0.0,2,6,True,False,36.36363636363637,0.0
REG103441,05-08-2020,2020,West Bengal,Kolkata (WB-01),LCV,Pickup Van,Mahindra,Diesel,BS6,2523.0,9,4,False,True,30.76923076923077,88.46153846153845
REG103442,16-04-2021,2021,Telangana,Hyderabad (TS-09),2W,Moped,Hero,Petrol,BS6,350.0,2,3,False,True,38.70967741935484,93.54838709677419
REG103443,09-09-2023,2023,Gujarat,Surat (GJ-05),2W,Scooter,Hero,Petrol,BS6,125.0,2,1,False,True,36.84210526315789,100.0
REG103444,14-11-2022,2022,Telangana,Karimnagar (TS-01),2W,Scooter,Suzuki,Petrol,BS6,200.0,2,2,False,True,37.5,97.91666666666666
REG103445,10-11-2021,2021,West Bengal,Asansol (WB-39),4W,SUV,Toyota,Diesel,BS6,1598.0,7,3,False,True,39.130434782608695,95.65217391304348
REG103446,16-10-2023,2023,Maharashtra,Nagpur (MH-31),2W,Moped,Bajaj,CNG,BS6,110.0,2,1,True,True,32.72727272727273,98.18181818181819
REG103447,26-06-2022,2022,West Bengal,Kolkata (WB-01),2W,Scooter,Royal Enfield,Petrol,BS6,125.0,2,2,False,True,35.714285714285715,98.21428571428571
REG103448,21-08-2023,2023,Kerala,Kozhikode (KL-11),2W,Moped,Yamaha,Petrol,BS6,400.0,2,1,False,True,30.508474576271187,96.61016949152543
REG103449,09-11-2021,2021,Madhya Pradesh,Ujjain (MP-13),2W,Motorcycle,Suzuki,EV,BS6,0.0,2,3,True,True,44.89795918367347,95.91836734693877
REG103450,18-03-2023,2023,Karnataka,Hubli (KA-25),LCV,Pickup Van,Force Motors,Diesel,BS6,2523.0,9,1,False,True,37.17948717948718,99.14529914529915
REG103451,20-09-2022,2022,Maharashtra,Pune (MH-12),3W,E-Rickshaw,Atul Auto,CNG,BS6,225.0,3,2,True,True,41.86046511627907,97.67441860465115
REG103452,28-03-2023,2023,Maharashtra,Pune (MH-12),4W,SUV,Mahindra,Petrol,BS6,1498.0,7,1,False,True,32.72727272727273,98.18181818181819
REG103453,22-10-2023,2023,Maharashtra,Pune (MH-12),4W,MUV,Mahindra,Petrol,BS6,1498.0,5,1,False,True,32.72727272727273,98.18181818181819
REG103454,01-07-2023,2023,Tamil Nadu,Chennai Central (TN-01),4W,Hatchback,Toyota,EV,BS6,0.0,5,1,True,True,41.509433962264154,96.22641509433963
REG103455,15-02-2022,2022,Punjab,Patiala (PB-11),2W,Motorcycle,Royal Enfield,EV,BS6,0.0,2,2,True,True,39.21568627450981,98.0392156862745
REG103456,01-11-2018,2018,Madhya Pradesh,Indore (MP-09),LCV,Pickup Van,Ashok Leyland,Diesel,BS4,2523.0,9,6,False,False,34.78260869565217,0.0
REG103457,05-02-2023,2023,Delhi,Delhi West (DL-08),4W,Sedan,Kia,Diesel,BS6,1462.0,5,1,False,True,36.666666666666664,98.33333333333333
REG103458,06-04-2022,2022,Punjab,Patiala (PB-11),2W,Motorcycle,KTM,Petrol,BS6,350.0,2,2,False,True,39.21568627450981,98.0392156862745
REG103459,14-11-2018,2018,Delhi,Delhi West (DL-08),4W,Hatchback,Hyundai,Petrol,BS4,1000.0,5,6,False,False,17.647058823529413,0.0
REG103460,14-10-2022,2022,Telangana,Hyderabad (TS-09),OTH,Tractor,Mahindra,Diesel,BS6,3760.0,2,2,False,True,37.5,97.91666666666666
REG103461,05-02-2023,2023,Punjab,Patiala (PB-11),HCV,Truck,Eicher,Diesel,BS6,5660.0,2,1,False,True,33.33333333333333,100.0
REG103462,25-02-2019,2019,Madhya Pradesh,Jabalpur (MP-20),2W,Scooter,TVS,Petrol,BS4,160.0,2,5,False,False,44.44444444444444,7.4074074074074066
REG103463,14-10-2020,2020,Punjab,Chandigarh (CH-01),3W,Auto Rickshaw,Kinetic Green,CNG,BS6,225.0,3,4,True,True,29.03225806451613,87.09677419354838
REG103464,31-12-2018,2018,West Bengal,Howrah (WB-13),2W,Scooter,Suzuki,EV,BS4,0.0,2,6,True,False,50.0,0.0
REG103465,17-02-2022,2022,West Bengal,Kolkata (WB-01),2W,Moped,Bajaj,CNG,BS6,160.0,2,2,True,True,35.714285714285715,98.21428571428571
REG103466,27-02-2021,2021,Karnataka,Belgaum (KA-22),4W,MUV,Kia,Petrol,BS6,1462.0,6,3,False,True,32.88590604026846,94.63087248322147
REG103467,15-01-2022,2022,Tamil Nadu,Chennai Central (TN-01),4W,Sedan,Kia,Petrol,BS6,2179.0,5,2,False,True,48.148148148148145,96.29629629629629
REG103468,21-08-2023,2023,Gujarat,Gandhinagar (GJ-18),3W,E-Rickshaw,TVS,CNG,BS6,250.0,3,1,True,True,36.84210526315789,100.0
REG103469,17-04-2019,2019,Tamil Nadu,Madurai (TN-58),4W,MUV,Tata Motors,Petrol,BS4,1000.0,8,5,False,False,31.818181818181817,9.090909090909092
REG103470,29-01-2024,2024,Maharashtra,Pune (MH-12),4W,Hatchback,Hyundai,EV,BS6,0.0,5,0,True,True,45.714285714285715,100.0
REG103471,12-01-2022,2022,Maharashtra,Pune (MH-12),4W,MUV,Mahindra,Petrol,BS6,800.0,7,2,False,True,41.86046511627907,97.67441860465115
REG103472,12-03-2023,2023,Punjab,Patiala (PB-11),2W,Moped,Suzuki,Petrol,BS6,150.0,2,1,False,True,33.33333333333333,100.0
REG103473,05-01-2023,2023,Delhi,Delhi North (DL-04),2W,Scooter,Honda,Hybrid,BS6,100.0,2,1,True,True,36.666666666666664,98.33333333333333
REG103474,12-04-2018,2018,Punjab,Jalandhar (PB-08),LCV,Mini Truck,Ashok Leyland,CNG,BS4,2956.0,9,6,True,False,18.181818181818183,0.0
REG103475,08-09-2024,2024,Delhi,Delhi West (DL-08),2W,Motorcycle,Suzuki,Petrol,BS6,160.0,2,0,False,True,41.02564102564102,100.0
REG103476,20-06-2020,2020,Gujarat,Gandhinagar (GJ-18),4W,Sedan,Skoda,EV,BS6,0.0,5,4,True,True,33.33333333333333,81.81818181818183
REG103477,08-10-2020,2020,Tamil Nadu,Coimbatore (TN-37),3W,E-Rickshaw,Atul Auto,EV,BS6,0.0,3,4,True,True,34.285714285714285,85.71428571428571
REG103478,04-08-2023,2023,Gujarat,Vadodara (GJ-06),2W,Motorcycle,Bajaj,EV,BS6,0.0,2,1,True,True,36.84210526315789,100.0
REG103479,16-04-2022,2022,Delhi,Delhi West (DL-08),3W,Auto Rickshaw,Piaggio,Diesel,BS6,225.0,3,2,False,True,28.57142857142857,100.0
REG103480,13-05-2022,2022,Uttar Pradesh,Allahabad (UP-70),LCV,Mini Truck,Mahindra,Diesel,BS6,2956.0,9,2,False,True,42.592592592592595,96.29629629629629
REG103481,21-09-2024,2024,Gujarat,Rajkot (GJ-03),2W,Scooter,Suzuki,Petrol,BS6,250.0,2,0,False,True,35.294117647058826,100.0
REG103482,15-02-2020,2020,Kerala,Thrissur (KL-08),HCV,Trailer,Tata Motors,Diesel,BS4,4998.0,2,4,False,False,37.5,87.5
REG103483,24-07-2022,2022,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Yamaha,Petrol,BS6,100.0,2,2,False,True,42.592592592592595,96.29629629629629
REG103484,18-05-2019,2019,Karnataka,Hubli (KA-25),2W,Scooter,Hero,EV,BS6,0.0,2,5,True,True,31.32530120481928,9.63855421686747
REG103485,26-12-2021,2021,Karnataka,Hubli (KA-25),2W,Moped,Honda,CNG,BS6,250.0,2,3,True,True,32.88590604026846,94.63087248322147
REG103486,12-04-2021,2021,Karnataka,Bangalore Central (KA-01),2W,Scooter,Honda,Petrol,BS6,250.0,2,3,False,True,32.88590604026846,94.63087248322147
REG103487,24-06-2023,2023,Karnataka,Bangalore Central (KA-01),3W,Auto Rickshaw,Mahindra,Petrol,BS6,250.0,7,1,False,True,37.17948717948718,99.14529914529915
REG103488,07-05-2023,2023,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Royal Enfield,Petrol,BS6,250.0,2,1,False,True,36.36363636363637,96.36363636363636
REG103489,14-01-2019,2019,Telangana,Nizamabad (TS-05),HCV,Bus,BharatBenz,Diesel,BS4,4998.0,32,5,False,False,26.666666666666668,6.666666666666667
REG103490,11-12-2024,2024,Madhya Pradesh,Gwalior (MP-07),4W,SUV,Kia,Diesel,BS6,1968.0,8,0,False,True,48.837209302325576,100.0
REG103491,26-11-2022,2022,Maharashtra,Mumbai Central (MH-01),2W,Motorcycle,Honda,Petrol,BS6,125.0,2,2,False,True,41.86046511627907,97.67441860465115
REG103492,17-05-2023,2023,Tamil Nadu,Salem (TN-30),4W,Sedan,Renault,Diesel,BS6,1197.0,5,1,False,True,41.509433962264154,96.22641509433963
REG103493,02-12-2020,2020,Madhya Pradesh,Jabalpur (MP-20),4W,Sedan,Honda,Diesel,BS6,800.0,5,4,False,True,45.45454545454545,81.81818181818183
REG103494,06-11-2018,2018,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,Bajaj,Petrol,BS4,160.0,2,6,False,False,34.78260869565217,0.0
REG103495,30-07-2019,2019,Karnataka,Mangalore (KA-19),4W,SUV,Maruti Suzuki,Diesel,BS4,1498.0,5,5,False,False,31.32530120481928,9.63855421686747
REG103496,30-08-2020,2020,Delhi,Delhi West (DL-08),4W,SUV,Renault,Petrol,BS4,2179.0,5,4,False,False,38.23529411764706,85.29411764705883
REG103497,21-06-2023,2023,Maharashtra,Nashik (MH-15),2W,Scooter,Ola Electric,Petrol,BS6,110.0,2,1,False,True,32.72727272727273,98.18181818181819
REG103498,08-08-2022,2022,Gujarat,Surat (GJ-05),4W,SUV,Kia,Petrol,BS6,1598.0,7,2,False,True,50.0,95.65217391304348
REG103499,11-08-2023,2023,Tamil Nadu,Chennai Central (TN-01),OTH,Road Roller,Sonalika,Diesel,BS6,4998.0,2,1,False,True,41.509433962264154,96.22641509433963
REG103500,04-02-2024,2024,Rajasthan,Jodhpur (RJ-19),3W,Auto Rickshaw,Bajaj,Diesel,BS6,225.0,3,0,False,True,41.02564102564102,100.0
REG103501,05-04-2023,2023,Gujarat,Vadodara (GJ-06),3W,Tempo,TVS,EV,BS6,0.0,6,1,True,True,36.84210526315789,100.0
REG103502,23-05-2023,2023,Madhya Pradesh,Bhopal (MP-04),4W,Sedan,Renault,Petrol,BS6,1462.0,5,1,False,True,36.36363636363637,96.36363636363636
REG103503,12-10-2022,2022,Kerala,Thiruvananthapuram (KL-01),4W,Hatchback,Maruti Suzuki,Petrol,BS6,1000.0,5,2,False,True,32.608695652173914,100.0
REG103504,03-05-2021,2021,Madhya Pradesh,Ujjain (MP-13),2W,Moped,Yamaha,EV,BS6,0.0,2,3,True,True,44.89795918367347,95.91836734693877
REG103505,29-03-2024,2024,Gujarat,Gandhinagar (GJ-18),2W,Scooter,Honda,CNG,BS6,150.0,2,0,True,True,35.294117647058826,100.0
REG103506,29-08-2020,2020,Rajasthan,Kota (RJ-20),4W,Sedan,Mahindra,Diesel,BS6,1598.0,5,4,False,True,52.0,84.0
REG103507,15-06-2024,2024,Madhya Pradesh,Jabalpur (MP-20),4W,Hatchback,Mahindra,Petrol,BS6,1968.0,5,0,False,True,48.837209302325576,100.0
